[2025-09-16 11:12] Env=simple_spread_v3, num_actor=2, is_continuous=False, (last50)
Ep, Ep_return, Ep_Length, Actor_Los, Critic_Loss, Avg_Entropy
8350: -33.186, 25.000, 1.013, 0.795, 0.958
8400: -31.180, 25.000, 0.337, 0.541, 0.928
8450: -34.630, 25.000, 0.348, 0.966, 0.898
8500: -31.579, 25.000, -0.670, 0.850, 0.882
Model saved at episode 8500
8550: -32.227, 25.000, -0.348, 0.586, 0.863
8600: -31.238, 25.000, -0.153, 0.426, 0.877
8650: -31.415, 25.000, 0.297, 0.529, 0.835
8700: -30.804, 25.000, 0.628, 0.555, 0.874
8750: -29.365, 25.000, 0.567, 0.537, 0.878
8800: -32.173, 25.000, 0.811, 0.682, 0.861
8850: -31.186, 25.000, 0.197, 0.816, 0.872
8900: -33.373, 25.000, 0.189, 0.963, 0.841
8950: -30.924, 25.000, -1.254, 0.924, 0.840
9000: -31.689, 25.000, 0.029, 0.612, 0.862
Model saved at episode 9000
9050: -29.369, 25.000, 0.246, 0.624, 0.836
9100: -32.780, 25.000, 1.091, 0.576, 0.826
9150: -32.094, 25.000, 0.368, 0.758, 0.869
9200: -31.355, 25.000, -0.216, 0.761, 0.852
9250: -30.622, 25.000, -0.602, 0.742, 0.857
9300: -32.414, 25.000, 0.303, 0.633, 0.862
9350: -32.794, 25.000, -0.387, 0.714, 0.881
9400: -27.870, 25.000, -0.976, 0.513, 0.911
9450: -31.019, 25.000, 0.947, 0.663, 0.904
9500: -31.634, 25.000, 0.451, 0.848, 0.897
Model saved at episode 9500
9550: -31.047, 25.000, -0.426, 0.839, 0.888
9600: -29.362, 25.000, -1.022, 1.011, 0.911
9650: -31.334, 25.000, -0.213, 0.878, 0.938
9700: -30.620, 25.000, -0.044, 0.618, 0.920
9750: -31.926, 25.000, 0.869, 0.504, 0.922
9800: -33.798, 25.000, -0.266, 0.883, 0.901
9850: -30.316, 25.000, -0.649, 0.512, 0.887
9900: -32.083, 25.000, 0.400, 0.444, 0.855
9950: -31.918, 25.000, 0.661, 0.558, 0.916
10000: -30.704, 25.000, 1.110, 0.597, 0.912
Model saved at episode 10000
10050: -30.201, 25.000, 1.062, 0.408, 0.877
10100: -31.104, 25.000, 0.008, 0.561, 0.871
10150: -29.850, 25.000, -0.237, 0.525, 0.864
10200: -31.193, 25.000, 0.613, 0.645, 0.847
10250: -29.789, 25.000, 1.414, 0.439, 0.855
10300: -30.395, 25.000, 1.394, 0.525, 0.878
10350: -28.402, 25.000, 0.798, 0.552, 0.865
10400: -30.869, 25.000, 0.049, 0.630, 0.851
10450: -29.799, 25.000, -0.836, 0.754, 0.881
10500: -29.583, 25.000, 0.044, 0.347, 0.843
Model saved at episode 10500
10550: -31.261, 25.000, 1.602, 0.440, 0.883
10600: -31.344, 25.000, 0.703, 0.707, 0.826
10650: -29.990, 25.000, -0.478, 0.663, 0.796
10700: -31.966, 25.000, -0.095, 0.560, 0.810
10750: -28.738, 25.000, -1.063, 0.436, 0.812
10800: -29.878, 25.000, 1.663, 0.301, 0.827
10850: -28.153, 25.000, 1.898, 0.418, 0.809
10900: -33.127, 25.000, 1.948, 0.557, 0.827
10950: -30.781, 25.000, 0.533, 0.609, 0.848
11000: -28.907, 25.000, -0.438, 0.581, 0.809
Model saved at episode 11000
11050: -29.203, 25.000, 0.136, 0.299, 0.777
11100: -34.493, 25.000, 0.340, 0.514, 0.841
11150: -31.913, 25.000, 0.085, 0.360, 0.810
11200: -32.140, 25.000, 0.499, 0.367, 0.815
11250: -30.571, 25.000, 0.163, 0.504, 0.794
11300: -30.054, 25.000, 0.216, 0.589, 0.812
11350: -32.128, 25.000, 0.229, 0.729, 0.778
